meta player id=0 name="Player\" Test"
meta player id=1 name="Player"
meta player id=3 name="Player"
meta player id=4 name="Player"
meta player id=5 name="Player"
meta player id=6 name="Player"
meta player id=7 name="Player"
meta player id=8 name="Player"
meta player id=9 name="Player"
meta player id=10 name="Player"
meta player id=11 name="Player"
meta player id=12 name="Player"
meta player id=13 name="Player"
meta player id=14 name="Player"
meta player id=15 name="Player"
meta player id=16 name="Player"
meta player id=17 name="Player"
meta player id=18 name="Player"
meta keys c=cities T=tank_kd g=gold B=bonus t=tank_kills i=income b=bounty d=deaths a=ss_deaths S=ss_kd K=kd n=denies s=ss_kills G=gold_earned k=kills A=tank_deaths
player 15 i=58 c=54 g=370 G=804 b=105 B=23 n=0 k=423 d=161 K=2.63 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=35 c=33 g=131 G=455 b=67 B=11 n=0 k=270 d=156 K=1.73 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=34 c=33 g=34 G=1016 b=239 B=50 n=0 k=956 d=669 K=1.43 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 9 i=29 c=26 g=348 G=555 b=53 B=11 n=0 k=213 d=193 K=1.10 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=13 c=11 g=16 G=252 b=39 B=0 n=0 k=159 d=108 K=1.47 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=4 c=3 g=30 G=691 b=153 B=36 n=0 k=613 d=795 K=0.77 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=22
player 15 i=67 c=63 g=436 G=874 b=108 B=23 n=0 k=434 d=165 K=2.63 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=63 c=61 g=73 G=1228 b=165 B=36 n=1 k=660 d=533 K=1.24 s=0 a=0 S=0.00 t=0 A=25 T=-25.00
player 12 i=35 c=31 g=36 G=508 b=85 B=11 n=0 k=340 d=256 K=1.33 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=29 c=25 g=377 G=584 b=53 B=11 n=0 k=213 d=194 K=1.10 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=28 c=27 g=30 G=1084 b=264 B=65 n=0 k=1059 d=869 K=1.22 s=90 a=0 S=90.00 t=25 A=0 T=25.00
player 17 i=17 c=13 g=24 G=305 b=64 B=11 n=0 k=259 d=178 K=1.46 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=8 c=8 g=9 G=705 b=159 B=36 n=0 k=638 d=803 K=0.79 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=23
player 15 i=67 c=63 g=509 G=947 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=53 c=55 g=60 G=1297 b=181 B=36 n=2 k=724 d=674 K=1.07 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 12 i=35 c=32 g=58 G=576 b=106 B=23 n=0 k=427 d=360 K=1.19 s=45 a=45 S=1.00 t=0 A=0 T=0.00
player 9 i=29 c=25 g=407 G=614 b=54 B=11 n=0 k=216 d=194 K=1.11 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=24 c=30 g=51 G=1161 b=301 B=81 n=2 k=1205 d=971 K=1.24 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 17 i=15 c=12 g=15 G=346 b=90 B=11 n=0 k=363 d=265 K=1.37 s=45 a=45 S=1.00 t=0 A=0 T=0.00
player 14 i=14 c=11 g=14 G=727 b=167 B=36 n=0 k=671 d=816 K=0.82 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=24
player 15 i=67 c=63 g=564 G=1014 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=53 c=50 g=66 G=1353 b=184 B=36 n=2 k=736 d=728 K=1.01 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 12 i=35 c=32 g=55 G=626 b=121 B=23 n=0 k=485 d=361 K=1.34 s=90 a=45 S=2.00 t=0 A=0 T=0.00
player 0 i=32 c=34 g=63 G=1207 b=315 B=81 n=2 k=1261 d=991 K=1.27 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 9 i=29 c=25 g=109 G=643 b=54 B=11 n=0 k=216 d=194 K=1.11 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=15 c=12 g=21 G=362 b=91 B=11 n=0 k=364 d=323 K=1.13 s=45 a=90 S=0.50 t=0 A=0 T=0.00
player 14 i=9 c=12 g=19 G=738 b=169 B=36 n=0 k=679 d=818 K=0.83 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=25
player 15 i=67 c=63 g=447 G=1081 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=55 c=51 g=65 G=1408 b=184 B=36 n=2 k=739 d=733 K=1.01 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 0 i=44 c=41 g=90 G=1257 b=321 B=81 n=2 k=1285 d=997 K=1.29 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 12 i=38 c=35 g=70 G=685 b=142 B=23 n=0 k=568 d=418 K=1.36 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 9 i=29 c=25 g=135 G=673 b=55 B=11 n=0 k=220 d=197 K=1.12 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=12 c=9 g=26 G=400 b=105 B=23 n=0 k=421 d=406 K=1.04 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 14 i=4 c=4 g=15 G=743 b=170 B=36 n=0 k=682 d=836 K=0.82 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=26
player 15 i=67 c=63 g=514 G=1148 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=55 c=51 g=75 G=1469 b=190 B=36 n=2 k=762 d=747 K=1.02 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 12 i=45 c=41 g=102 G=756 b=155 B=36 n=0 k=622 d=444 K=1.40 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 0 i=44 c=41 g=96 G=1305 b=325 B=81 n=2 k=1300 d=1020 K=1.27 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 9 i=29 c=25 g=164 G=702 b=55 B=11 n=0 k=220 d=197 K=1.12 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=7 c=3 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 14 i=4 c=4 g=19 G=747 b=170 B=36 n=0 k=682 d=837 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=27
player 15 i=67 c=63 g=581 G=1215 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=55 c=51 g=129 G=1527 b=193 B=36 n=2 k=772 d=753 K=1.03 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 12 i=48 c=44 g=134 G=813 b=164 B=36 n=0 k=659 d=470 K=1.40 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 0 i=44 c=42 g=120 G=1350 b=326 B=81 n=2 k=1307 d=1030 K=1.27 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 9 i=29 c=25 g=193 G=731 b=55 B=11 n=0 k=220 d=197 K=1.12 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=4 c=3 g=23 G=751 b=170 B=36 n=0 k=682 d=838 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=28
player 15 i=67 c=63 g=648 G=1282 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=55 c=52 g=61 G=1608 b=205 B=50 n=2 k=821 d=781 K=1.05 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 12 i=48 c=44 g=182 G=861 b=164 B=36 n=0 k=659 d=470 K=1.40 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 0 i=47 c=44 g=71 G=1406 b=335 B=81 n=2 k=1343 d=1079 K=1.24 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 9 i=26 c=22 g=211 G=757 b=55 B=11 n=0 k=221 d=201 K=1.10 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=31 G=759 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=29
player 15 i=67 c=63 g=715 G=1349 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 13 i=53 c=49 g=63 G=1673 b=217 B=50 n=2 k=868 d=881 K=0.99 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 0 i=51 c=47 g=103 G=1499 b=360 B=98 n=2 k=1443 d=1125 K=1.28 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 12 i=48 c=44 g=208 G=909 b=164 B=36 n=0 k=659 d=470 K=1.40 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 9 i=26 c=22 g=237 G=783 b=55 B=11 n=0 k=221 d=202 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=18 G=766 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=30
player 15 i=67 c=63 g=782 G=1416 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=55 c=53 g=57 G=1584 b=390 B=98 n=2 k=1561 d=1223 K=1.28 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 12 i=50 c=46 g=254 G=960 b=165 B=36 n=0 k=663 d=470 K=1.41 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 13 i=43 c=43 g=57 G=1740 b=241 B=50 n=2 k=964 d=998 K=0.97 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 9 i=26 c=22 g=264 G=810 b=56 B=11 n=0 k=224 d=204 K=1.10 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=25 G=773 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=0 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=31
player 15 i=67 c=63 g=849 G=1483 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=63 c=64 g=71 G=1679 b=404 B=116 n=2 k=1616 d=1258 K=1.28 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 12 i=50 c=46 g=301 G=1012 b=167 B=36 n=0 k=671 d=470 K=1.43 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 13 i=33 c=34 g=61 G=1780 b=248 B=50 n=2 k=995 d=1051 K=0.95 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 9 i=24 c=20 g=289 G=835 b=57 B=11 n=0 k=231 d=209 K=1.11 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=32 G=780 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=0 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
